#    L    TT             EE             TE             PP             TP          
   552   0.255423E+04   0.667827E+01  -0.171315E+02   0.655702E+06  -0.785460E+02
   553   0.255391E+04   0.672381E+01  -0.158180E+02   0.653713E+06  -0.772865E+02
   554   0.255334E+04   0.677598E+01  -0.145074E+02   0.651732E+06  -0.760673E+02
   555   0.255254E+04   0.683260E+01  -0.132007E+02   0.649758E+06  -0.748871E+02
   556   0.255149E+04   0.689444E+01  -0.118981E+02   0.647793E+06  -0.737447E+02
   557   0.255028E+04   0.696081E+01  -0.106017E+02   0.645836E+06  -0.726388E+02
   558   0.254882E+04   0.703324E+01  -0.931105E+01   0.643887E+06  -0.715682E+02
   559   0.254711E+04   0.710954E+01  -0.802694E+01   0.641946E+06  -0.705316E+02
   560   0.254531E+04   0.719050E+01  -0.675106E+01   0.640013E+06  -0.695278E+02
   561   0.254310E+04   0.727689E+01  -0.548358E+01   0.638088E+06  -0.685555E+02
   562   0.254087E+04   0.736877E+01  -0.422538E+01   0.636171E+06  -0.676135E+02
   563   0.253839E+04   0.746470E+01  -0.297514E+01   0.634262E+06  -0.667005E+02
   564   0.253572E+04   0.756693E+01  -0.173823E+01   0.632361E+06  -0.658153E+02
   565   0.253280E+04   0.767254E+01  -0.511064E+00   0.630467E+06  -0.649566E+02
   566   0.252969E+04   0.778381E+01   0.703210E+00   0.628581E+06  -0.641232E+02
   567   0.252640E+04   0.789929E+01   0.190519E+01   0.626703E+06  -0.633137E+02
   568   0.252293E+04   0.802051E+01   0.309322E+01   0.624833E+06  -0.625271E+02
   569   0.251919E+04   0.814677E+01   0.426938E+01   0.622970E+06  -0.617620E+02
   570   0.251534E+04   0.827736E+01   0.542832E+01   0.621115E+06  -0.610171E+02
   571   0.251122E+04   0.841308E+01   0.657211E+01   0.619267E+06  -0.602913E+02
   572   0.250691E+04   0.855322E+01   0.770058E+01   0.617427E+06  -0.595832E+02
   573   0.250248E+04   0.869783E+01   0.881137E+01   0.615595E+06  -0.588917E+02
   574   0.249786E+04   0.884769E+01   0.990578E+01   0.613770E+06  -0.582154E+02
   575   0.249303E+04   0.900135E+01   0.109814E+02   0.611952E+06  -0.575531E+02
   576   0.248809E+04   0.916035E+01   0.120397E+02   0.610142E+06  -0.569036E+02
   577   0.248287E+04   0.932399E+01   0.130789E+02   0.608339E+06  -0.562656E+02
   578   0.247752E+04   0.949156E+01   0.140981E+02   0.606544E+06  -0.556379E+02
   579   0.247204E+04   0.966459E+01   0.150979E+02   0.604756E+06  -0.550192E+02
   580   0.246644E+04   0.984165E+01   0.160760E+02   0.602975E+06  -0.544083E+02
   581   0.246047E+04   0.100228E+02   0.170344E+02   0.601201E+06  -0.538038E+02
   582   0.245445E+04   0.102087E+02   0.179708E+02   0.599435E+06  -0.532047E+02
   583   0.244830E+04   0.103988E+02   0.188841E+02   0.597676E+06  -0.526095E+02
   584   0.244201E+04   0.105931E+02   0.197758E+02   0.595924E+06  -0.520172E+02
   585   0.243557E+04   0.107917E+02   0.206443E+02   0.594179E+06  -0.514263E+02
   586   0.242893E+04   0.109937E+02   0.214892E+02   0.592441E+06  -0.508357E+02
   587   0.242222E+04   0.112009E+02   0.223106E+02   0.590710E+06  -0.502441E+02
   588   0.241529E+04   0.114116E+02   0.231068E+02   0.588986E+06  -0.496503E+02
   589   0.240822E+04   0.116267E+02   0.238790E+02   0.587269E+06  -0.490529E+02
   590   0.240100E+04   0.118448E+02   0.246265E+02   0.585559E+06  -0.484509E+02
   591   0.239371E+04   0.120682E+02   0.253482E+02   0.583856E+06  -0.478428E+02
   592   0.238627E+04   0.122938E+02   0.260433E+02   0.582160E+06  -0.472275E+02
   593   0.237868E+04   0.125248E+02   0.267139E+02   0.580471E+06  -0.466038E+02
   594   0.237087E+04   0.127588E+02   0.273568E+02   0.578788E+06  -0.459702E+02
   595   0.236297E+04   0.129953E+02   0.279742E+02   0.577112E+06  -0.453257E+02
   596   0.235507E+04   0.132373E+02   0.285635E+02   0.575443E+06  -0.446690E+02
   597   0.234702E+04   0.134803E+02   0.291262E+02   0.573781E+06  -0.439987E+02
   598   0.233902E+04   0.137280E+02   0.296614E+02   0.572125E+06  -0.433138E+02
   599   0.233080E+04   0.139791E+02   0.301696E+02   0.570476E+06  -0.426128E+02
   600   0.232241E+04   0.142336E+02   0.306492E+02   0.568833E+06  -0.418946E+02
   601   0.231394E+04   0.144915E+02   0.311008E+02   0.567197E+06  -0.411581E+02
   602   0.230537E+04   0.147514E+02   0.315233E+02   0.565568E+06  -0.404034E+02
   603   0.229665E+04   0.150154E+02   0.319186E+02   0.563945E+06  -0.396307E+02
   604   0.228798E+04   0.152814E+02   0.322843E+02   0.562328E+06  -0.388404E+02
   605   0.227916E+04   0.155502E+02   0.326207E+02   0.560718E+06  -0.380326E+02
   606   0.227032E+04   0.158216E+02   0.329276E+02   0.559114E+06  -0.372076E+02
   607   0.226118E+04   0.160958E+02   0.332045E+02   0.557517E+06  -0.363656E+02
   608   0.225217E+04   0.163727E+02   0.334513E+02   0.555926E+06  -0.355071E+02
   609   0.224315E+04   0.166510E+02   0.336675E+02   0.554341E+06  -0.346321E+02
   610   0.223397E+04   0.169312E+02   0.338530E+02   0.552763E+06  -0.337410E+02
   611   0.222478E+04   0.172142E+02   0.340081E+02   0.551190E+06  -0.328340E+02
   612   0.221558E+04   0.175000E+02   0.341332E+02   0.549625E+06  -0.319115E+02
   613   0.220623E+04   0.177848E+02   0.342259E+02   0.548065E+06  -0.309735E+02
   614   0.219693E+04   0.180733E+02   0.342872E+02   0.546511E+06  -0.300205E+02
   615   0.218756E+04   0.183622E+02   0.343176E+02   0.544964E+06  -0.290527E+02
   616   0.217818E+04   0.186540E+02   0.343169E+02   0.543423E+06  -0.280703E+02
   617   0.216886E+04   0.189472E+02   0.342846E+02   0.541888E+06  -0.270736E+02
   618   0.215946E+04   0.192417E+02   0.342198E+02   0.540359E+06  -0.260629E+02
   619   0.214998E+04   0.195383E+02   0.341251E+02   0.538836E+06  -0.250384E+02
   620   0.214064E+04   0.198340E+02   0.339980E+02   0.537319E+06  -0.240004E+02
   621   0.213114E+04   0.201319E+02   0.338389E+02   0.535808E+06  -0.229492E+02
   622   0.212171E+04   0.204304E+02   0.336474E+02   0.534303E+06  -0.218849E+02
   623   0.211235E+04   0.207288E+02   0.334256E+02   0.532804E+06  -0.208080E+02
   624   0.210291E+04   0.210279E+02   0.331715E+02   0.531311E+06  -0.197186E+02
   625   0.209347E+04   0.213276E+02   0.328850E+02   0.529823E+06  -0.186170E+02
   626   0.208409E+04   0.216281E+02   0.325671E+02   0.528342E+06  -0.175034E+02
   627   0.207479E+04   0.219284E+02   0.322176E+02   0.526866E+06  -0.163782E+02
   628   0.206548E+04   0.222288E+02   0.318361E+02   0.525397E+06  -0.152416E+02
   629   0.205624E+04   0.225291E+02   0.314232E+02   0.523933E+06  -0.140938E+02
   630   0.204692E+04   0.228293E+02   0.309776E+02   0.522474E+06  -0.129351E+02
   631   0.203768E+04   0.231296E+02   0.305021E+02   0.521022E+06  -0.117658E+02
   632   0.202858E+04   0.234291E+02   0.299942E+02   0.519575E+06  -0.105862E+02
   633   0.201940E+04   0.237293E+02   0.294558E+02   0.518134E+06  -0.939640E+01
   634   0.201037E+04   0.240273E+02   0.288865E+02   0.516698E+06  -0.819681E+01
   635   0.200141E+04   0.243261E+02   0.282864E+02   0.515268E+06  -0.698764E+01
   636   0.199238E+04   0.246249E+02   0.276559E+02   0.513844E+06  -0.576916E+01
   637   0.198349E+04   0.249208E+02   0.269940E+02   0.512425E+06  -0.454163E+01
   638   0.197468E+04   0.252174E+02   0.263027E+02   0.511012E+06  -0.330532E+01
   639   0.196594E+04   0.255119E+02   0.255806E+02   0.509604E+06  -0.206047E+01
   640   0.195728E+04   0.258064E+02   0.248290E+02   0.508202E+06  -0.807366E+00
   641   0.194869E+04   0.260996E+02   0.240476E+02   0.506805E+06   0.453742E+00
   642   0.194010E+04   0.263905E+02   0.232368E+02   0.505413E+06   0.172259E+01
   643   0.193166E+04   0.266816E+02   0.223969E+02   0.504027E+06   0.299891E+01
   644   0.192337E+04   0.269691E+02   0.215281E+02   0.502647E+06   0.428245E+01
   645   0.191509E+04   0.272559E+02   0.206305E+02   0.501271E+06   0.557294E+01
   646   0.190688E+04   0.275413E+02   0.197044E+02   0.499901E+06   0.687012E+01
   647   0.189889E+04   0.278247E+02   0.187496E+02   0.498536E+06   0.817372E+01
   648   0.189084E+04   0.281067E+02   0.177678E+02   0.497177E+06   0.948349E+01
   649   0.188301E+04   0.283859E+02   0.167580E+02   0.495822E+06   0.107992E+02
   650   0.187526E+04   0.286630E+02   0.157212E+02   0.494473E+06   0.121205E+02
   651   0.186758E+04   0.289395E+02   0.146572E+02   0.493129E+06   0.134472E+02
   652   0.185999E+04   0.292131E+02   0.135667E+02   0.491790E+06   0.147788E+02
   653   0.185263E+04   0.294831E+02   0.124508E+02   0.490457E+06   0.161151E+02
   654   0.184528E+04   0.297517E+02   0.113103E+02   0.489128E+06   0.174556E+02
   655   0.183801E+04   0.300180E+02   0.101442E+02   0.487804E+06   0.187998E+02
   656   0.183098E+04   0.302813E+02   0.895393E+01   0.486486E+06   0.201476E+02
   657   0.182404E+04   0.305416E+02   0.774076E+01   0.485172E+06   0.214984E+02
   658   0.181712E+04   0.307995E+02   0.650383E+01   0.483864E+06   0.228518E+02
   659   0.181051E+04   0.310542E+02   0.524449E+01   0.482560E+06   0.242075E+02
   660   0.180400E+04   0.313050E+02   0.396333E+01   0.481262E+06   0.255651E+02
   661   0.179759E+04   0.315526E+02   0.266170E+01   0.479968E+06   0.269242E+02
   662   0.179135E+04   0.317976E+02   0.133797E+01   0.478680E+06   0.282844E+02
   663   0.178521E+04   0.320393E+02  -0.651742E-02   0.477396E+06   0.296453E+02
   664   0.177924E+04   0.322762E+02  -0.136968E+01   0.476117E+06   0.310065E+02
   665   0.177339E+04   0.325097E+02  -0.275240E+01   0.474843E+06   0.323677E+02
   666   0.176771E+04   0.327397E+02  -0.415333E+01   0.473574E+06   0.337284E+02
   667   0.176222E+04   0.329656E+02  -0.557262E+01   0.472310E+06   0.350883E+02
   668   0.175676E+04   0.331878E+02  -0.700967E+01   0.471050E+06   0.364469E+02
   669   0.175163E+04   0.334058E+02  -0.846313E+01   0.469795E+06   0.378040E+02
   670   0.174655E+04   0.336194E+02  -0.993166E+01   0.468545E+06   0.391590E+02
   671   0.174173E+04   0.338301E+02  -0.114169E+02   0.467300E+06   0.405116E+02
   672   0.173696E+04   0.340349E+02  -0.129175E+02   0.466059E+06   0.418615E+02
   673   0.173245E+04   0.342367E+02  -0.144313E+02   0.464823E+06   0.432082E+02
   674   0.172807E+04   0.344332E+02  -0.159594E+02   0.463592E+06   0.445513E+02
   675   0.172388E+04   0.346252E+02  -0.175009E+02   0.462365E+06   0.458905E+02
   676   0.171982E+04   0.348125E+02  -0.190540E+02   0.461143E+06   0.472254E+02
   677   0.171596E+04   0.349952E+02  -0.206194E+02   0.459925E+06   0.485555E+02
   678   0.171230E+04   0.351725E+02  -0.221965E+02   0.458712E+06   0.498805E+02
   679   0.170878E+04   0.353457E+02  -0.237841E+02   0.457504E+06   0.512000E+02
   680   0.170553E+04   0.355142E+02  -0.253822E+02   0.456300E+06   0.525137E+02
   681   0.170243E+04   0.356772E+02  -0.269888E+02   0.455100E+06   0.538210E+02
   682   0.169945E+04   0.358345E+02  -0.286055E+02   0.453905E+06   0.551217E+02
   683   0.169677E+04   0.359884E+02  -0.302317E+02   0.452715E+06   0.564153E+02
   684   0.169415E+04   0.361351E+02  -0.318653E+02   0.451529E+06   0.577015E+02
   685   0.169167E+04   0.362776E+02  -0.335065E+02   0.450347E+06   0.589798E+02
   686   0.168942E+04   0.364143E+02  -0.351464E+02   0.449170E+06   0.602500E+02
   687   0.168745E+04   0.365467E+02  -0.367964E+02   0.447997E+06   0.615115E+02
   688   0.168557E+04   0.366725E+02  -0.384544E+02   0.446828E+06   0.627640E+02
   689   0.168390E+04   0.367931E+02  -0.401131E+02   0.445664E+06   0.640072E+02
   690   0.168239E+04   0.369093E+02  -0.417800E+02   0.444504E+06   0.652405E+02
   691   0.168110E+04   0.370180E+02  -0.434480E+02   0.443349E+06   0.664637E+02
   692   0.167997E+04   0.371229E+02  -0.451170E+02   0.442197E+06   0.676764E+02
   693   0.167908E+04   0.372218E+02  -0.467948E+02   0.441050E+06   0.688781E+02
   694   0.167826E+04   0.373145E+02  -0.484665E+02   0.439907E+06   0.700685E+02
   695   0.167776E+04   0.374033E+02  -0.501398E+02   0.438768E+06   0.712472E+02
   696   0.167742E+04   0.374852E+02  -0.518297E+02   0.437633E+06   0.724137E+02
   697   0.167725E+04   0.375616E+02  -0.535065E+02   0.436503E+06   0.735678E+02
   698   0.167724E+04   0.376317E+02  -0.551853E+02   0.435376E+06   0.747090E+02
   699   0.167740E+04   0.376969E+02  -0.568588E+02   0.434254E+06   0.758369E+02
   700   0.167781E+04   0.377558E+02  -0.585346E+02   0.433136E+06   0.769511E+02
   701   0.167838E+04   0.378091E+02  -0.602128E+02   0.432022E+06   0.780514E+02
   702   0.167914E+04   0.378573E+02  -0.618782E+02   0.430911E+06   0.791376E+02
   703   0.168006E+04   0.378990E+02  -0.635606E+02   0.429805E+06   0.802096E+02
   704   0.168117E+04   0.379357E+02  -0.652225E+02   0.428703E+06   0.812674E+02
   705   0.168238E+04   0.379657E+02  -0.668786E+02   0.427605E+06   0.823109E+02
   706   0.168384E+04   0.379905E+02  -0.685362E+02   0.426511E+06   0.833402E+02
   707   0.168542E+04   0.380093E+02  -0.701875E+02   0.425420E+06   0.843550E+02
   708   0.168732E+04   0.380228E+02  -0.718176E+02   0.424334E+06   0.853555E+02
   709   0.168926E+04   0.380301E+02  -0.734560E+02   0.423251E+06   0.863415E+02
   710   0.169146E+04   0.380313E+02  -0.750802E+02   0.422173E+06   0.873130E+02
   711   0.169377E+04   0.380269E+02  -0.766900E+02   0.421098E+06   0.882699E+02
   712   0.169628E+04   0.380170E+02  -0.783001E+02   0.420027E+06   0.892122E+02
   713   0.169905E+04   0.380008E+02  -0.798879E+02   0.418960E+06   0.901399E+02
   714   0.170179E+04   0.379796E+02  -0.814682E+02   0.417897E+06   0.910528E+02
   715   0.170479E+04   0.379520E+02  -0.830408E+02   0.416838E+06   0.919509E+02
   716   0.170800E+04   0.379186E+02  -0.845980E+02   0.415782E+06   0.928343E+02
   717   0.171132E+04   0.378801E+02  -0.861322E+02   0.414730E+06   0.937027E+02
   718   0.171477E+04   0.378357E+02  -0.876655E+02   0.413682E+06   0.945562E+02
   719   0.171842E+04   0.377838E+02  -0.891679E+02   0.412638E+06   0.953947E+02
   720   0.172212E+04   0.377274E+02  -0.906691E+02   0.411597E+06   0.962182E+02
   721   0.172618E+04   0.376665E+02  -0.921391E+02   0.410560E+06   0.970266E+02
   722   0.173022E+04   0.375986E+02  -0.935926E+02   0.409527E+06   0.978199E+02
   723   0.173446E+04   0.375261E+02  -0.950367E+02   0.408497E+06   0.985979E+02
   724   0.173884E+04   0.374473E+02  -0.964639E+02   0.407471E+06   0.993608E+02
   725   0.174335E+04   0.373637E+02  -0.978666E+02   0.406449E+06   0.100108E+03
   726   0.174807E+04   0.372760E+02  -0.992445E+02   0.405430E+06   0.100841E+03
   727   0.175286E+04   0.371811E+02  -0.100612E+03   0.404415E+06   0.101557E+03
   728   0.175779E+04   0.370798E+02  -0.101955E+03   0.403403E+06   0.102259E+03
   729   0.176286E+04   0.369741E+02  -0.103280E+03   0.402395E+06   0.102945E+03
   730   0.176800E+04   0.368634E+02  -0.104579E+03   0.401390E+06   0.103615E+03
   731   0.177343E+04   0.367460E+02  -0.105853E+03   0.400389E+06   0.104269E+03
   732   0.177885E+04   0.366256E+02  -0.107100E+03   0.399392E+06   0.104909E+03
   733   0.178450E+04   0.364984E+02  -0.108337E+03   0.398398E+06   0.105532E+03
   734   0.179023E+04   0.363667E+02  -0.109532E+03   0.397407E+06   0.106139E+03
   735   0.179610E+04   0.362288E+02  -0.110723E+03   0.396420E+06   0.106731E+03
   736   0.180198E+04   0.360862E+02  -0.111872E+03   0.395436E+06   0.107307E+03
   737   0.180809E+04   0.359396E+02  -0.113010E+03   0.394456E+06   0.107867E+03
   738   0.181420E+04   0.357882E+02  -0.114105E+03   0.393479E+06   0.108411E+03
   739   0.182047E+04   0.356311E+02  -0.115181E+03   0.392506E+06   0.108939E+03
   740   0.182682E+04   0.354691E+02  -0.116236E+03   0.391536E+06   0.109451E+03
   741   0.183334E+04   0.353014E+02  -0.117264E+03   0.390569E+06   0.109947E+03
   742   0.183994E+04   0.351316E+02  -0.118257E+03   0.389605E+06   0.110426E+03
   743   0.184663E+04   0.349575E+02  -0.119229E+03   0.388645E+06   0.110890E+03
   744   0.185348E+04   0.347774E+02  -0.120165E+03   0.387688E+06   0.111337E+03
   745   0.186035E+04   0.345929E+02  -0.121088E+03   0.386734E+06   0.111768E+03
   746   0.186724E+04   0.344045E+02  -0.121960E+03   0.385784E+06   0.112182E+03
   747   0.187423E+04   0.342108E+02  -0.122818E+03   0.384837E+06   0.112580E+03
   748   0.188138E+04   0.340140E+02  -0.123646E+03   0.383893E+06   0.112961E+03
   749   0.188863E+04   0.338110E+02  -0.124453E+03   0.382952E+06   0.113326E+03
   750   0.189591E+04   0.336054E+02  -0.125224E+03   0.382014E+06   0.113675E+03
   751   0.190329E+04   0.333950E+02  -0.125964E+03   0.381080E+06   0.114007E+03
   752   0.191077E+04   0.331820E+02  -0.126667E+03   0.380149E+06   0.114322E+03
   753   0.191828E+04   0.329634E+02  -0.127347E+03   0.379221E+06   0.114623E+03
   754   0.192581E+04   0.327421E+02  -0.127989E+03   0.378295E+06   0.114909E+03
   755   0.193351E+04   0.325168E+02  -0.128608E+03   0.377374E+06   0.115181E+03
   756   0.194109E+04   0.322880E+02  -0.129194E+03   0.376455E+06   0.115440E+03
   757   0.194892E+04   0.320566E+02  -0.129742E+03   0.375539E+06   0.115686E+03
   758   0.195662E+04   0.318210E+02  -0.130257E+03   0.374626E+06   0.115920E+03
   759   0.196450E+04   0.315820E+02  -0.130748E+03   0.373717E+06   0.116143E+03
   760   0.197233E+04   0.313403E+02  -0.131205E+03   0.372810E+06   0.116356E+03
   761   0.198018E+04   0.310959E+02  -0.131629E+03   0.371906E+06   0.116558E+03
   762   0.198820E+04   0.308487E+02  -0.132019E+03   0.371006E+06   0.116752E+03
   763   0.199609E+04   0.305996E+02  -0.132376E+03   0.370108E+06   0.116936E+03
   764   0.200408E+04   0.303469E+02  -0.132705E+03   0.369214E+06   0.117113E+03
   765   0.201202E+04   0.300915E+02  -0.132992E+03   0.368322E+06   0.117283E+03
   766   0.202006E+04   0.298348E+02  -0.133251E+03   0.367434E+06   0.117446E+03
   767   0.202804E+04   0.295761E+02  -0.133475E+03   0.366548E+06   0.117604E+03
   768   0.203604E+04   0.293146E+02  -0.133656E+03   0.365665E+06   0.117756E+03
   769   0.204406E+04   0.290503E+02  -0.133815E+03   0.364785E+06   0.117904E+03
   770   0.205203E+04   0.287854E+02  -0.133937E+03   0.363908E+06   0.118048E+03
   771   0.206002E+04   0.285184E+02  -0.134023E+03   0.363034E+06   0.118189E+03
   772   0.206795E+04   0.282501E+02  -0.134063E+03   0.362163E+06   0.118327E+03
   773   0.207590E+04   0.279804E+02  -0.134081E+03   0.361295E+06   0.118464E+03
   774   0.208380E+04   0.277093E+02  -0.134068E+03   0.360429E+06   0.118600E+03
   775   0.209179E+04   0.274368E+02  -0.134017E+03   0.359567E+06   0.118735E+03
   776   0.209958E+04   0.271637E+02  -0.133934E+03   0.358707E+06   0.118870E+03
   777   0.210738E+04   0.268891E+02  -0.133812E+03   0.357850E+06   0.119006E+03
   778   0.211535E+04   0.266139E+02  -0.133651E+03   0.356996E+06   0.119144E+03
   779   0.212304E+04   0.263380E+02  -0.133464E+03   0.356144E+06   0.119285E+03
   780   0.213074E+04   0.260599E+02  -0.133237E+03   0.355295E+06   0.119428E+03
   781   0.213846E+04   0.257833E+02  -0.132984E+03   0.354450E+06   0.119575E+03
   782   0.214605E+04   0.255052E+02  -0.132705E+03   0.353606E+06   0.119726E+03
   783   0.215366E+04   0.252272E+02  -0.132377E+03   0.352766E+06   0.119882E+03
   784   0.216120E+04   0.249491E+02  -0.132015E+03   0.351928E+06   0.120044E+03
   785   0.216862E+04   0.246703E+02  -0.131625E+03   0.351093E+06   0.120212E+03
   786   0.217604E+04   0.243914E+02  -0.131178E+03   0.350261E+06   0.120387E+03
   787   0.218334E+04   0.241133E+02  -0.130710E+03   0.349431E+06   0.120570E+03
   788   0.219057E+04   0.238343E+02  -0.130214E+03   0.348604E+06   0.120761E+03
   789   0.219774E+04   0.235546E+02  -0.129689E+03   0.347780E+06   0.120961E+03
   790   0.220493E+04   0.232777E+02  -0.129121E+03   0.346958E+06   0.121171E+03
   791   0.221198E+04   0.230000E+02  -0.128515E+03   0.346139E+06   0.121391E+03
   792   0.221897E+04   0.227237E+02  -0.127886E+03   0.345323E+06   0.121622E+03
   793   0.222582E+04   0.224488E+02  -0.127213E+03   0.344509E+06   0.121865E+03
   794   0.223253E+04   0.221745E+02  -0.126516E+03   0.343697E+06   0.122121E+03
   795   0.223919E+04   0.219000E+02  -0.125781E+03   0.342889E+06   0.122390E+03
   796   0.224593E+04   0.216277E+02  -0.125022E+03   0.342082E+06   0.122672E+03
   797   0.225238E+04   0.213552E+02  -0.124224E+03   0.341279E+06   0.122969E+03
   798   0.225877E+04   0.210847E+02  -0.123401E+03   0.340477E+06   0.123281E+03
   799   0.226509E+04   0.208155E+02  -0.122546E+03   0.339679E+06   0.123608E+03
   800   0.227135E+04   0.205469E+02  -0.121658E+03   0.338883E+06   0.123953E+03
   801   0.227747E+04   0.202804E+02  -0.120744E+03   0.338089E+06   0.124314E+03
   802   0.228338E+04   0.200151E+02  -0.119782E+03   0.337298E+06   0.124691E+03
   803   0.228936E+04   0.197505E+02  -0.118808E+03   0.336509E+06   0.125083E+03
   804   0.229513E+04   0.194889E+02  -0.117793E+03   0.335723E+06   0.125488E+03
   805   0.230090E+04   0.192287E+02  -0.116752E+03   0.334939E+06   0.125906E+03
   806   0.230644E+04   0.189702E+02  -0.115685E+03   0.334158E+06   0.126335E+03
   807   0.231184E+04   0.187147E+02  -0.114590E+03   0.333379E+06   0.126774E+03
   808   0.231708E+04   0.184616E+02  -0.113461E+03   0.332602E+06   0.127222E+03
   809   0.232232E+04   0.182110E+02  -0.112313E+03   0.331828E+06   0.127678E+03
   810   0.232732E+04   0.179629E+02  -0.111129E+03   0.331056E+06   0.128140E+03
   811   0.233217E+04   0.177173E+02  -0.109919E+03   0.330287E+06   0.128608E+03
   812   0.233693E+04   0.174759E+02  -0.108687E+03   0.329520E+06   0.129080E+03
   813   0.234153E+04   0.172357E+02  -0.107431E+03   0.328755E+06   0.129555E+03
   814   0.234612E+04   0.169997E+02  -0.106150E+03   0.327993E+06   0.130032E+03
   815   0.235046E+04   0.167665E+02  -0.104844E+03   0.327233E+06   0.130509E+03
   816   0.235456E+04   0.165369E+02  -0.103515E+03   0.326475E+06   0.130986E+03
   817   0.235857E+04   0.163102E+02  -0.102163E+03   0.325720E+06   0.131461E+03
   818   0.236255E+04   0.160879E+02  -0.100788E+03   0.324967E+06   0.131933E+03
   819   0.236629E+04   0.158687E+02  -0.993911E+02   0.324216E+06   0.132401E+03
   820   0.236992E+04   0.156533E+02  -0.979717E+02   0.323468E+06   0.132864E+03
   821   0.237330E+04   0.154410E+02  -0.965329E+02   0.322722E+06   0.133321E+03
   822   0.237658E+04   0.152341E+02  -0.950730E+02   0.321978E+06   0.133770E+03
   823   0.237968E+04   0.150304E+02  -0.935926E+02   0.321236E+06   0.134210E+03
   824   0.238251E+04   0.148315E+02  -0.920921E+02   0.320497E+06   0.134640E+03
   825   0.238532E+04   0.146359E+02  -0.905738E+02   0.319760E+06   0.135059E+03
   826   0.238786E+04   0.144460E+02  -0.890367E+02   0.319025E+06   0.135466E+03
   827   0.239021E+04   0.142595E+02  -0.874828E+02   0.318292E+06   0.135859E+03
   828   0.239252E+04   0.140780E+02  -0.859112E+02   0.317562E+06   0.136238E+03
   829   0.239456E+04   0.139016E+02  -0.843233E+02   0.316834E+06   0.136600E+03
   830   0.239648E+04   0.137295E+02  -0.827212E+02   0.316108E+06   0.136946E+03
   831   0.239820E+04   0.135619E+02  -0.811031E+02   0.315384E+06   0.137273E+03
   832   0.239973E+04   0.133987E+02  -0.794704E+02   0.314662E+06   0.137581E+03
   833   0.240113E+04   0.132408E+02  -0.778236E+02   0.313943E+06   0.137869E+03
   834   0.240225E+04   0.130874E+02  -0.761627E+02   0.313225E+06   0.138135E+03
   835   0.240331E+04   0.129402E+02  -0.744888E+02   0.312510E+06   0.138378E+03
   836   0.240402E+04   0.127969E+02  -0.728019E+02   0.311797E+06   0.138596E+03
   837   0.240468E+04   0.126591E+02  -0.711033E+02   0.311086E+06   0.138790E+03
   838   0.240512E+04   0.125269E+02  -0.693928E+02   0.310377E+06   0.138957E+03
   839   0.240527E+04   0.123995E+02  -0.676703E+02   0.309671E+06   0.139096E+03
   840   0.240536E+04   0.122785E+02  -0.659377E+02   0.308966E+06   0.139207E+03
   841   0.240523E+04   0.121617E+02  -0.641964E+02   0.308263E+06   0.139287E+03
   842   0.240489E+04   0.120500E+02  -0.624434E+02   0.307563E+06   0.139337E+03
   843   0.240440E+04   0.119441E+02  -0.606843E+02   0.306864E+06   0.139354E+03
   844   0.240361E+04   0.118440E+02  -0.589152E+02   0.306168E+06   0.139337E+03
   845   0.240275E+04   0.117484E+02  -0.571391E+02   0.305474E+06   0.139286E+03
   846   0.240174E+04   0.116602E+02  -0.553561E+02   0.304781E+06   0.139199E+03
   847   0.240057E+04   0.115759E+02  -0.535660E+02   0.304091E+06   0.139075E+03
   848   0.239918E+04   0.114976E+02  -0.517704E+02   0.303403E+06   0.138913E+03
   849   0.239747E+04   0.114247E+02  -0.499685E+02   0.302716E+06   0.138711E+03
   850   0.239576E+04   0.113581E+02  -0.481614E+02   0.302032E+06   0.138469E+03
   851   0.239374E+04   0.112970E+02  -0.463494E+02   0.301350E+06   0.138185E+03
   852   0.239156E+04   0.112421E+02  -0.445331E+02   0.300669E+06   0.137861E+03
   853   0.238921E+04   0.111922E+02  -0.427134E+02   0.299991E+06   0.137497E+03
   854   0.238662E+04   0.111488E+02  -0.408919E+02   0.299315E+06   0.137095E+03
   855   0.238379E+04   0.111111E+02  -0.390679E+02   0.298640E+06   0.136656E+03
   856   0.238094E+04   0.110778E+02  -0.372432E+02   0.297968E+06   0.136182E+03
   857   0.237777E+04   0.110512E+02  -0.354189E+02   0.297297E+06   0.135673E+03
   858   0.237443E+04   0.110320E+02  -0.335951E+02   0.296628E+06   0.135131E+03
   859   0.237092E+04   0.110159E+02  -0.317713E+02   0.295962E+06   0.134557E+03
   860   0.236731E+04   0.110066E+02  -0.299506E+02   0.295297E+06   0.133952E+03
   861   0.236344E+04   0.110036E+02  -0.281331E+02   0.294634E+06   0.133318E+03
   862   0.235940E+04   0.110060E+02  -0.263183E+02   0.293973E+06   0.132655E+03
   863   0.235518E+04   0.110148E+02  -0.245086E+02   0.293314E+06   0.131965E+03
   864   0.235078E+04   0.110285E+02  -0.227035E+02   0.292656E+06   0.131250E+03
   865   0.234605E+04   0.110486E+02  -0.209053E+02   0.292001E+06   0.130509E+03
   866   0.234150E+04   0.110745E+02  -0.191134E+02   0.291348E+06   0.129745E+03
   867   0.233655E+04   0.111070E+02  -0.173288E+02   0.290696E+06   0.128959E+03
   868   0.233149E+04   0.111447E+02  -0.155517E+02   0.290046E+06   0.128152E+03
